Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,59.3544690878157,12.9,0,11.8,7.6,0.82,0,0,0,75,0,0,0.9,321,2000,0,0,0,0,0.7,0,0,320,0.6,2.5
00:10:00,60.67481494183673,12.9,0,11.8,7.5,0.82,0,0,0,75,0,0,0.9,324,2000,0,0,0,0,0.7,0,0,311,1.4,2.1
00:20:00,57.13882425344468,12.9,0,11.8,7.7,0.82,0,0,0,76,0,0,0.6,331,2000,0,0,0,0,0.6,0,0,323,0.5,2.3
00:30:00,58.67651888955586,12.8,0,11.7,7.5,0.82,0,0,0,76,0,0,0.9,326,2000,0,0,0,0,0.6,0,0,309,1.0,2.2
00:40:00,59.37055173666329,12.9,0,11.8,7.4,0.82,0,0,0,75,0,0,0.7,294,2000,0,0,0,0,0.6,0,0,310,0.4,2.6
00:50:00,58.948543406666666,12.7,0,11.7,7.5,0.82,0,0,0,76,0,0,1.0,289,2000,0,0,0,0,0.2,0,0,311,0.4,2.5
01:00:00,59.603089691176464,12.7,0,11.6,7.6,0.82,0,0,0,77,0,0,0.8,293,2000,0,0,0,0,0.1,0,0,270,0.4,2.3
01:10:00,60.11258584310668,12.7,0,11.6,7.5,0.82,0,0,0,76,0,0,1.3,324,2000,0,0,0,0,0.1,0,0,307,1.9,2.5
01:20:00,59.525453010662645,12.7,0,11.6,7.6,0.82,0,0,0,76,0,0,0.8,340,2000,0,0,0,0,0.0,0,0,340,1.0,2.7
01:30:00,58.75425967265239,12.6,0,11.5,7.8,0.82,0,0,0,78,0,0,1.0,345,2000,0,0,0,0,0.0,0,0,333,0.9,2.7
