Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,60.58939959711618,11.5,0,14.5,-0.3,0.82,0,0,0,36,0,0,3.2,206,2000,0,0,0,0,0,0,0,217,6.2,8.1
00:10:00,58.86356108765266,11.5,0,14.4,-0.4,0.82,0,0,0,36,0,0,2.6,192,2000,0,0,0,0,0,0,0,200,3.5,8.1
00:20:00,59.49403723672545,11.6,0,14.6,-0.4,0.82,0,0,0,36,0,0,4.2,199,2000,0,0,0,0,0,0,0,198,2.5,7.2
00:30:00,59.66187742348301,11.4,0,14.5,-0.3,0.82,0,0,0,36,0,0,3.6,198,2000,0,0,0,0,0,0,0,200,6.2,7.9
00:40:00,59.20448387803901,11.5,0,14.4,-0.2,0.82,0,0,0,37,0,0,4.0,198,2000,0,0,0,0,0,0,0,213,3.4,9.1
00:50:00,60.0809842979633,11.5,0,14.3,-0.2,0.82,0,0,0,37,0,0,4.1,198,2000,0,0,0,0,0,0,0,176,5.1,7.7
01:00:00,59.874790909708736,11.4,0,14.3,-0.1,0.82,0,0,0,37,0,0,3.5,196,2000,0,0,0,0,0,0,0,206,1.4,7.8
01:10:00,61.43293481799729,11.2,0,14.1,-0.1,0.82,0,0,0,38,0,0,3.4,201,2000,0,0,0,0,0,0,0,199,3.5,6.2
01:20:00,61.39262351580468,11.3,0,14.3,-0.2,0.82,0,0,0,37,0,0,3.6,187,2000,0,0,0,0,0,0,0,196,4.0,7.1
01:30:00,59.48267524250412,11.1,0,14.0,-0.1,0.82,0,0,0,38,0,0,3.1,186,2000,0,0,0,0,0,0,0,196,2.9,6.3
01:40:00,60.0134765136612,11.0,0,14.0,-0.1,0.82,0,0,0,38,0,0,3.2,187,2000,0,0,0,0,0,0,0,194,3.1,6.6
01:50:00,60.568729637283525,10.9,0,13.8,-0.2,0.82,0,0,0,38,0,0,2.9,188,2000,0,0,0,0,0,0,0,197,4.4,5.9
02:00:00,60.266535593489685,11.0,0,13.9,-0.2,0.82,0,0,0,38,0,0,3.1,187,2000,0,0,0,0,0,0,0,169,3.2,7.3
02:10:00,59.19308127836938,11.1,0,14.0,-0.2,0.82,0,0,0,38,0,0,3.7,189,2000,0,0,0,0,0,0,0,174,4.7,8.5
02:20:00,59.540686150782825,10.9,0,13.9,-0.1,0.82,0,0,0,38,0,0,3.7,192,2000,0,0,0,0,0,0,0,187,2.0,8.5
02:30:00,62.13895986435698,10.9,0,14.0,-0.1,0.82,0,0,0,38,0,0,3.5,192,2000,0,0,0,0,0,0,0,198,2.8,7.6
02:40:00,59.96944643652383,10.9,0,13.9,-0.1,0.82,0,0,0,38,0,0,3.6,193,2000,0,0,0,0,0,0,0,186,2.6,6.3
02:50:00,61.15162744516129,10.7,0,14.0,-0.1,0.82,0,0,0,38,0,0,3.2,201,2000,0,0,0,0,0,0,0,200,2.4,6.6
03:00:00,63.31307524939063,10.6,0,13.6,0.1,0.82,0,0,0,40,0,0,2.1,199,2000,0,0,0,0,0,0,0,207,1.7,5.6
03:10:00,63.90265481416526,10.9,0,13.9,0.0,0.82,0,0,0,39,0,0,3.4,204,2000,0,0,0,0,0,0,0,203,2.6,7.2
03:20:00,62.872266167712695,10.7,0,13.9,0.0,0.82,0,0,0,39,0,0,3.0,195,2000,0,0,0,0,0,0,0,211,3.9,6.1
03:30:00,61.53261824850264,10.5,0,13.7,0.1,0.82,0,0,0,39,0,0,2.6,197,2000,0,0,0,0,0,0,0,192,3.2,6.8
03:40:00,60.22276579897348,10.5,0,13.8,0.0,0.82,0,0,0,39,0,0,2.8,193,2000,0,0,0,0,0,0,0,186,2.6,7.0
