Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,57.26254151428116,-1.2,0,0.5,-5.3,0.82,0.0,0,0,66,0,0,5.4,226,2000,0,0,0,0,0.1,0,0,203,3.3,11.6
00:10:00,58.67502995491956,-1.2,0,0.4,-5.4,0.82,0.0,0,0,65,0,0,5.8,232,2000,0,0,0,0,0.1,0,0,243,9.2,11.6
00:20:00,60.00029432981247,-1.3,0,0.3,-5.6,0.82,0.0,0,0,65,0,0,5.0,225,2000,0,0,0,0,0.1,0,0,245,5.0,11.2
00:30:00,56.98766262786687,-1.3,0,0.4,-6.0,0.82,0.0,0,0,63,0,0,5.3,233,2000,0,0,0,0,0.1,0,0,243,6.1,11.1
00:40:00,57.36333111501976,-1.4,0,0.3,-5.9,0.82,0.0,0,0,63,0,0,6.2,241,2000,0,0,0,0,0.1,0,0,243,8.1,10.0
00:50:00,60.38313279364865,-1.4,0,0.4,-5.7,0.82,0.0,0,0,64,0,0,5.0,231,2000,0,0,0,0,0.1,0,0,210,6.0,10.9
01:00:00,57.92289183721137,-1.4,0,0.3,-5.5,0.82,0.0,0,0,65,0,0,5.6,224,2000,0,0,0,0,0.1,0,0,220,5.7,9.4
01:10:00,60.201192229639176,-1.4,0,0.4,-5.2,0.82,0.0,0,0,66,0,0,8.1,239,2000,0,0,0,0,0.1,0,0,229,7.0,12.6
01:20:00,60.7939754132098,-1.4,0,0.4,-5.0,0.82,0.0,0,0,67,0,0,6.2,232,2000,0,0,0,0,0.1,0,0,235,5.5,10.3
01:30:00,59.753946803402776,-1.4,0,0.5,-4.7,0.82,0.0,0,0,68,0,0,7.1,240,2000,0,0,0,0,0.1,0,0,249,6.4,11.3
