Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,59.454099944565215,0.6,0,0.6,-4.7,0.82,0.0,0,0,68,0,0.0,3.2,219,2000,0.0,0.0,0.0,0.0,0.0,0,0,229,2.2,5.8
00:10:00,59.92086689005177,0.9,0,0.8,-5.4,0.82,0.0,0,0,64,0,0.0,3.3,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,217,2.9,5.9
00:20:00,58.62537104023091,0.9,0,0.9,-5.8,0.82,0.0,0,0,61,0,0.0,3.6,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,218,4.3,6.8
00:30:00,57.74527808292683,0.9,0,1.0,-5.7,0.82,0.0,0,0,61,0,0.0,2.8,214,2000,0.0,0.0,0.0,0.0,0.0,0,0,211,3.5,6.1
00:40:00,58.07237710228266,0.9,0,1.0,-5.2,0.82,0.0,0,0,64,0,0.0,2.1,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,218,1.6,5.4
00:50:00,57.30797106577267,0.8,0,0.9,-4.4,0.82,0.0,0,0,68,0,0.0,2.7,215,2000,0.0,0.0,0.0,0.0,0.0,0,0,214,1.5,6.1
01:00:00,60.45014903875968,0.7,0,0.7,-4.8,0.82,0.0,0,0,67,0,0.0,2.7,216,2000,0.0,0.0,0.0,0.0,0.0,0,0,203,1.6,4.8
01:10:00,60.96065161706648,0.4,0,0.6,-4.9,0.82,0.0,0,0,66,0,0.0,2.5,211,2000,0.0,0.0,0.0,0.0,0.0,0,0,208,2.2,4.9
01:20:00,60.3617228962963,0.3,0,0.5,-4.9,0.82,0.0,0,0,67,0,0.0,2.9,221,2000,0.0,0.0,0.0,0.0,0.0,0,0,192,2.1,5.5
01:30:00,61.47298705802076,0.2,0,0.5,-5.0,0.82,0.0,0,0,67,0,0.0,2.5,214,2000,0.0,0.0,0.0,0.0,0.0,0,0,211,2.4,5.9
01:40:00,61.10032965815011,0.1,0,0.5,-5.4,0.82,0.0,0,0,65,0,0.0,2.4,212,2000,0.0,0.0,0.0,0.0,0.0,0,0,205,2.4,7.0
01:50:00,62.08962485599682,0.4,0,0.6,-5.6,0.82,0.0,0,0,63,0,0.0,2.2,217,2000,0.0,0.0,0.0,0.0,0.0,0,0,191,1.4,5.3
02:00:00,57.765455690959406,0.7,0,0.8,-5.4,0.82,0.0,0,0,63,0,0.0,2.2,223,2000,0.0,0.0,0.0,0.0,0.0,0,0,221,2.2,4.4
02:10:00,61.02178829372882,0.8,0,1.0,-5.3,0.82,0.0,0,0,63,0,0.0,1.9,214,2000,0.0,0.0,0.0,0.0,0.0,0,0,209,2.9,4.3
02:20:00,54.19480905561385,0.9,0,1.3,-5.6,0.82,0.0,0,0,60,0,0.0,1.8,214,2000,0.0,0.0,0.0,0.0,0.0,0,0,224,0.9,5.1
02:30:00,58.48164201643836,1.0,0,1.4,-5.8,0.82,0.0,0,0,59,0,0.0,2.4,221,2000,0.0,0.0,0.0,0.0,0.0,0,0,233,2.8,4.9
02:40:00,58.688402018383655,1.1,0,1.5,-5.6,0.82,0.0,0,0,59,0,0.0,2.4,217,2000,0.0,0.0,0.0,0.0,0.0,0,0,209,3.0,5.6
02:50:00,60.05831423874092,1.1,0,1.6,-5.8,0.82,0.0,0,0,58,0,0.0,2.7,222,2000,0.0,0.0,0.0,0.0,0.0,0,0,214,3.9,5.0
03:00:00,60.32003473120393,1.1,0,1.7,-6.0,0.82,0.0,0,0,57,0,0.0,2.7,210,2000,0.0,0.0,0.0,0.0,0.0,0,0,223,1.3,6.1
03:10:00,60.204296814146346,1.0,0,1.6,-5.9,0.82,0.0,0,0,58,0,0.0,2.2,214,2000,0.0,0.0,0.0,0.0,0.0,0,0,207,2.5,4.6
03:20:00,62.83831849310036,0.9,0,1.7,-5.9,0.82,0.0,0,0,57,0,0.0,1.8,213,2000,0.0,0.0,0.0,0.0,0.0,0,0,209,3.6,5.4
03:30:00,59.5361473057194,1.1,0,1.9,-6.1,0.82,0.0,0,0,56,0,0.0,4.2,227,2000,0.0,0.0,0.0,0.0,0.0,0,0,226,3.6,6.3
03:40:00,59.267318838037205,1.2,0,2.1,-5.6,0.82,0.0,0,0,57,0,0.0,3.4,240,2000,0.0,0.0,0.0,0.0,0.0,0,0,199,2.1,5.2
03:50:00,57.97021680839921,1.2,0,2.2,-5.1,0.82,0.0,0,0,59,0,0.0,2.5,230,2000,0.0,0.0,0.0,0.0,0.0,0,0,237,3.3,4.8
04:00:00,58.2075294019656,1.2,0,2.3,-4.9,0.82,0.0,0,0,59,0,0.0,2.7,232,2000,0.0,0.0,0.0,0.0,0.0,0,0,242,3.8,5.1
04:10:00,59.55020330616985,1.2,0,2.4,-4.3,0.82,0.0,0,0,62,0,0.0,3.1,226,2000,0.0,0.0,0.0,0.0,0.0,0,0,237,2.4,5.8
04:20:00,61.15168987340171,1.0,0,2.3,-4.1,0.82,0.0,0,0,63,0,0.0,2.4,226,2000,0.0,0.0,0.0,0.0,0.0,0,0,234,2.8,6.1
04:30:00,61.114096247964525,0.8,0,2.3,-4.0,0.82,0.0,0,0,63,0,0.0,2.6,227,2000,0.0,0.0,0.0,0.0,0.0,0,0,234,1.7,5.3
04:40:00,62.34695432037846,0.7,0,2.2,-4.0,0.82,0.0,0,0,64,0,0.0,2.1,227,2000,0.0,0.0,0.0,0.0,0.0,0,0,222,1.2,4.5
04:50:00,61.68551600281854,0.8,0,2.3,-3.9,0.82,0.0,0,0,64,0,0.0,2.2,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,254,2.0,4.2
05:00:00,60.60722373977717,0.6,0,2.3,-3.9,0.82,0.0,0,0,64,0,0.0,2.5,232,2000,0.0,0.0,0.0,0.0,0.0,0,0,250,2.7,4.7
05:10:00,61.84954058487188,0.9,0,2.3,-3.8,0.82,0.0,0,0,64,0,0.0,2.1,225,2000,0.0,0.0,0.0,0.0,0.0,0,0,234,2.8,3.7
05:20:00,60.85811447533233,1.2,0,2.4,-3.7,0.82,0.0,0,0,64,0,0.0,2.6,222,2000,0.0,0.0,0.0,0.0,0.0,0,0,189,2.1,4.5
05:30:00,62.239558399322775,1.3,0,2.5,-3.6,0.82,0.0,0,0,64,0,0.0,2.1,226,2000,0.0,0.0,0.0,0.0,0.0,0,0,223,2.7,5.0
05:40:00,63.183802845146296,1.5,0,2.7,-3.6,0.82,0.0,0,0,64,0,0.0,2.5,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,198,3.0,5.1
05:50:00,62.87372365187736,1.5,0,2.7,-3.6,0.82,0.0,0,0,63,0,0.0,2.5,217,2000,0.0,0.0,0.0,0.0,0.0,0,0,211,2.5,5.6
06:00:00,62.627370450451856,1.6,0,2.8,-3.5,0.82,0.0,0,0,63,0,0.0,2.7,220,2000,0.0,0.0,0.0,0.0,0.0,0,0,239,2.0,5.6
06:10:00,62.44358807746688,1.7,0,2.9,-3.5,0.82,0.0,0,0,63,0,0.0,3.1,217,2000,0.0,0.0,0.0,0.0,0.0,0,0,221,1.2,5.2
06:20:00,61.90079032461045,1.6,0,2.8,-3.4,0.82,0.0,0,0,64,0,0.0,2.4,218,2000,0.0,0.0,0.0,0.0,0.0,0,0,220,3.4,5.8
06:30:00,61.27454266385618,1.5,0,2.8,-3.5,0.82,0.0,0,0,64,0,0.0,2.2,212,2000,0.0,0.0,0.0,0.0,0.0,0,0,207,1.4,5.3
06:40:00,60.51677066995613,1.1,0,2.7,-3.7,0.82,0.0,0,0,63,0,0.0,2.6,218,2000,0.0,0.0,0.0,0.0,0.0,0,0,221,1.9,5.1
06:50:00,61.558786019116646,0.9,0,2.4,-3.6,0.82,0.0,0,0,65,0,0.0,2.2,213,2000,0.0,0.0,0.0,0.0,0.0,0,0,202,1.5,4.5
07:00:00,61.01281163468495,0.7,0,2.3,-3.5,0.82,0.0,0,0,65,0,0.0,2.2,213,2000,0.0,0.0,0.0,0.0,0.0,0,0,227,2.3,5.9
07:10:00,59.49835972454181,0.6,0,2.2,-3.5,0.82,0.0,0,0,66,0,0.0,2.8,226,2000,0.0,0.0,0.0,0.0,0.0,0,0,204,3.4,6.3
07:20:00,58.557730399236966,0.6,0,2.3,-3.4,0.82,0.0,0,0,66,0,0.0,2.8,221,2000,0.0,0.0,0.0,0.0,0.0,0,0,235,3.7,5.4
07:30:00,57.871711538933766,0.6,0,2.4,-3.6,0.82,0.0,0,0,65,0,0.0,2.5,221,2000,0.0,0.0,0.0,0.0,0.0,0,0,224,3.0,5.5
07:40:00,55.44604852258519,0.7,0,2.6,-3.9,0.82,0.0,0,0,62,0,0.0,2.5,217,2000,0.0,0.0,0.0,0.0,0.0,0,0,218,1.5,4.7
07:50:00,57.49138313777208,0.9,0,2.7,-3.8,0.82,0.0,0,0,62,0,0.0,2.0,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,208,2.4,4.1
08:00:00,59.77514664278949,1.1,0,2.8,-3.5,0.82,0.0,0,0,64,0,0.0,2.4,217,2000,0.0,0.0,0.0,0.0,0.0,0,0,209,3.3,4.9
08:10:00,59.89306190673474,1.3,0,2.9,-3.5,0.82,0.0,0,0,63,0,0.0,2.0,220,2000,0.0,0.0,0.0,0.0,0.0,0,0,204,2.1,5.0
08:20:00,59.512186151781535,1.2,0,2.8,-4.1,0.82,0.0,0,0,60,0,0.0,2.6,215,2000,0.0,0.0,0.0,0.0,0.0,0,0,199,1.9,5.3
08:30:00,60.02442552532707,1.7,0,2.8,-4.0,0.82,0.0,0,0,61,0,0.0,1.7,206,2000,0.0,0.0,0.0,0.0,0.0,0,0,214,2.6,4.5
08:40:00,60.35174035956758,2.5,0,3.3,-3.9,0.82,0.0,0,0,60,0,0.0,2.9,221,2000,0.0,0.0,0.0,0.0,0.0,0,0,244,2.9,5.6
08:50:00,60.10316442850847,2.9,0,3.7,-4.1,0.82,0.0,0,0,57,0,0.0,3.9,232,2000,0.0,0.0,0.0,0.0,0.0,0,0,241,4.6,6.9
09:00:00,60.60709046557805,3.3,0,4.0,-4.1,0.82,0.0,0,0,56,0,0.0,2.9,221,2000,0.0,0.0,0.0,0.0,0.0,0,0,229,2.4,6.8
09:10:00,60.92698015628676,3.8,0,4.3,-4.2,0.82,0.0,0,0,54,0,0.0,2.5,220,2000,0.0,0.0,0.0,0.0,0.0,0,0,213,1.2,6.7
09:20:00,59.96559095731773,3.9,0,4.4,-4.6,0.82,0.0,0,0,52,0,0.0,3.8,218,2000,0.0,0.0,0.0,0.0,0.0,0,0,254,2.7,6.5
09:30:00,60.09118966992635,4.2,0,4.5,-4.7,0.82,0.0,0,0,51,0,0.0,3.8,225,2000,0.0,0.0,0.0,0.0,0.0,0,0,193,3.1,6.5
09:40:00,60.20977108197531,4.2,0,4.4,-4.7,0.82,0.0,0,0,52,0,0.0,3.9,224,2000,0.0,0.0,0.0,0.0,0.0,0,0,224,3.9,8.5
