Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,58.41007547946454,2.6,1,1.8,-1.5,0.82,0.03,0,0,79,0,0,1.0,271,2000,0,0,0,0,0,0,0,251,0.8,2.6
00:10:00,59.65565702893148,2.6,1,1.7,-1.5,0.82,0.03,0,0,79,0,0,1.4,278,2000,0,0,0,0,0,0,0,279,0.6,2.4
00:20:00,58.0569572184472,2.6,1,1.9,-1.4,0.82,0.03,0,0,79,0,0,1.7,253,2000,0,0,0,0,0,0,0,259,2.9,3.2
00:30:00,58.79502281285266,2.5,1,1.6,-1.5,0.82,0.03,0,0,80,0,0,2.1,269,2000,0,0,0,0,0,0,0,263,1.1,4.1
00:40:00,58.80603671161343,2.4,1,1.4,-1.4,0.82,0.03,0,0,81,0,0,1.9,265,2000,0,0,0,0,0,0,0,250,1.8,5.7
00:50:00,60.02463826836952,2.3,1,1.4,-1.3,0.82,0.03,0,0,83,0,0,1.8,256,2000,0,0,0,0,0,0,0,238,1.8,4.3
01:00:00,59.65334821859206,2.3,1,1.4,-1.0,0.82,0.04,0,0,84,0,0,1.2,226,2000,0,0,0,0,0,0,0,210,1.2,3.5
01:10:00,60.5698853247884,2.3,1,1.4,-0.8,0.82,0.04,0,0,86,0,0,1.7,231,2000,0,0,0,0,0,0,0,243,1.8,4.0
01:20:00,58.23182802386548,2.3,2,1.4,-0.5,0.81,0.07,0,0,87,1,0,1.2,253,2000,0,0,0,0,0,0,1,271,1.8,3.0
01:30:00,58.78935076300237,2.4,2,1.4,-0.3,0.79,0.11,0,0,89,1,0,1.5,300,2000,0,0,0,0,0,0,1,307,1.3,2.9
