Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,61.20359243867636,11.1,0,9.6,4.6,0.82,0.0,0,0,71,0,0,0.1,72,2000,0,0,0,0,0,0,0,91,0.2,0.4
00:10:00,61.64743724960381,11.1,0,9.4,4.3,0.82,0.0,0,0,71,0,0,0.1,134,2000,0,0,0,0,0,0,0,107,0.3,0.5
00:20:00,58.88406844044512,10.9,0,9.2,4.9,0.82,0.0,0,0,75,0,0,0.6,118,2000,0,0,0,0,0,0,0,128,0.8,0.8
00:30:00,61.72482814238239,11.2,0,9.4,4.3,0.82,0.0,0,0,71,0,0,0.2,230,2000,0,0,0,0,0,0,0,227,0.3,1.0
00:40:00,59.94811718980716,10.8,0,8.9,4.3,0.82,0.0,0,0,73,0,0,0.5,242,2000,0,0,0,0,0,0,0,259,0.5,0.7
00:50:00,59.52498970293066,10.9,0,9.2,4.1,0.82,0.0,0,0,70,0,0,0.2,265,2000,0,0,0,0,0,0,0,273,0.1,0.9
01:00:00,61.308123056447535,10.2,0,8.6,4.3,0.82,0.0,0,0,75,0,0,0.1,137,2000,0,0,0,0,0,0,0,145,0.1,0.4
01:10:00,61.46203634056302,10.2,0,8.0,4.2,0.82,0.0,0,0,77,0,0,0.2,49,2000,0,0,0,0,0,0,0,7,0.2,0.5
01:20:00,62.87259126242038,9.9,0,8.0,4.3,0.82,0.0,0,0,78,0,0,0.3,78,2000,0,0,0,0,0,0,0,50,0.3,0.6
01:30:00,61.344843640482125,10.0,0,7.8,4.1,0.82,0.0,0,0,78,0,0,0.1,98,2000,0,0,0,0,0,0,0,176,0.1,0.6
01:40:00,63.25890080918614,9.9,0,7.5,4.1,0.82,0.0,0,0,79,0,0,0.2,75,2000,0,0,0,0,0,0,0,120,0.1,0.5
01:50:00,62.27817585861244,9.9,0,7.4,4.1,0.82,0.0,0,0,80,0,0,0.2,76,2000,0,0,0,0,0,0,0,62,0.1,0.6
02:00:00,61.05637804753805,9.8,0,7.4,4.0,0.82,0.0,0,0,79,0,0,0.2,16,2000,0,0,0,0,0,0,0,22,0.1,0.6
02:10:00,59.55682785775701,9.6,0,7.1,4.1,0.82,0.0,0,0,81,0,0,0.3,348,2000,0,0,0,0,0,0,0,332,0.2,0.5
02:20:00,57.971013111037735,9.3,0,7.0,4.0,0.82,0.0,0,0,81,0,0,0.1,107,2000,0,0,0,0,0,0,0,56,0.1,0.5
02:30:00,60.60612945611062,9.5,0,6.8,3.9,0.82,0.0,0,0,82,0,0,0.2,21,2000,0,0,0,0,0,0,0,45,0.3,0.5
02:40:00,61.2428555516854,9.2,0,7.0,3.9,0.82,0.0,0,0,81,0,0,0.1,36,2000,0,0,0,0,0,0,0,68,0.4,0.4
02:50:00,59.4713136684593,9.6,0,6.9,3.9,0.82,0.0,0,0,81,0,0,0.2,43,2000,0,0,0,0,0,0,0,111,0.1,0.8
03:00:00,59.85779393165089,9.1,0,6.8,3.9,0.82,0.0,0,0,82,0,0,0.4,110,2000,0,0,0,0,0,0,0,104,0.3,0.5
03:10:00,59.26154314986486,9.1,0,6.9,3.9,0.82,0.0,0,0,81,0,0,0.3,41,2000,0,0,0,0,0,0,0,45,0.2,0.7
03:20:00,60.97886805987821,9.0,0,6.7,3.9,0.82,0.0,0,0,83,0,0,0.1,90,2000,0,0,0,0,0,0,0,154,0.1,0.3
03:30:00,62.960362285976096,8.7,0,6.6,3.9,0.82,0.0,0,0,83,0,0,0.1,93,2000,0,0,0,0,0,0,0,77,0.2,0.6
03:40:00,62.77556627799068,8.7,0,6.3,3.9,0.82,0.0,0,0,85,0,0,0.2,89,2000,0,0,0,0,0,0,0,67,0.4,0.4
03:50:00,59.63909577673824,8.6,0,6.3,3.9,0.82,0.0,0,0,85,0,0,0.2,63,2000,0,0,0,0,0,0,0,68,0.3,0.5
04:00:00,59.474396773681285,8.5,0,6.2,3.9,0.82,0.0,0,0,86,0,0,0.3,61,2000,0,0,0,0,0,0,0,72,0.4,0.6
04:10:00,60.56149199754902,8.6,0,6.1,4.1,0.82,0.0,0,0,87,0,0,0.2,87,2000,0,0,0,0,0,0,0,63,0.2,0.5
04:20:00,60.45227351064872,8.4,0,6.1,3.8,0.82,0.0,0,0,85,0,0,0.1,355,2000,0,0,0,0,0,0,0,332,0.3,0.7
04:30:00,62.27720839926702,8.2,0,6.1,3.8,0.82,0.0,0,0,85,0,0,0.6,111,2000,0,0,0,0,0,0,0,107,0.9,0.8
04:40:00,62.52034260233616,8.2,0,5.8,3.9,0.82,0.0,0,0,88,0,0,0.5,49,2000,0,0,0,0,0,0,0,50,0.6,1.0
04:50:00,61.620253437809616,8.2,0,5.8,4.0,0.82,0.0,0,0,88,0,0,0.2,358,2000,0,0,0,0,0,0,0,54,0.2,0.8
05:00:00,64.10245727678267,8.0,0,5.8,4.1,0.82,0.0,0,0,89,0,0,0.1,123,2000,0,0,0,0,0,0,0,171,0.1,0.6
05:10:00,62.35650216383832,8.1,0,5.9,4.4,0.82,0.0,0,0,90,0,0,0.2,47,2000,0,0,0,0,0,0,0,61,0.1,0.7
05:20:00,62.40810348195391,7.6,0,5.5,3.9,0.82,0.0,0,0,89,0,0,0.3,80,2000,0,0,0,0,0,0,0,75,0.3,0.5
05:30:00,62.51150086290728,7.6,0,5.3,4.0,0.82,0.0,0,0,91,0,0,0.2,14,2000,0,0,0,0,0,0,0,54,0.2,0.6
05:40:00,63.121783678446725,7.8,0,5.3,4.1,0.82,0.0,0,0,92,0,0,0.2,340,2000,0,0,0,0,0,0,0,332,0.3,0.8
05:50:00,63.53826748370213,7.7,0,5.6,4.5,0.82,0.0,0,0,93,0,0,0.2,78,2000,0,0,0,0,0,0,0,117,0.4,0.5
06:00:00,63.02692461068548,7.8,0,5.6,4.5,0.82,0.0,0,0,93,0,0,0.1,106,2000,0,0,0,0,0,0,0,92,0.2,0.5
06:10:00,62.461790522768375,7.5,0,5.5,4.5,0.82,0.0,0,0,94,0,0,0.2,80,2000,0,0,0,0,0,0,0,91,0.1,0.5
06:20:00,61.98072338402317,7.8,0,5.6,4.6,0.82,0.0,0,0,94,0,0,0.3,55,2000,0,0,0,0,0,0,0,11,0.2,1.1
06:30:00,61.53431384814321,7.6,0,6.0,4.8,0.82,0.0,0,0,92,0,0,0.4,51,2000,0,0,0,0,0,0,0,25,0.1,0.7
06:40:00,61.09988416103533,8.0,0,6.2,5.2,0.82,0.0,0,0,94,0,0,0.4,50,2000,0,0,0,0,0,0,0,64,0.4,0.9
06:50:00,61.01416526355952,7.7,0,6.4,5.2,0.82,0.0,0,0,93,0,0,0.1,36,2000,0,0,0,0,0,0,0,139,0.3,1.3
07:00:00,60.380171746384384,7.7,0,5.7,4.5,0.82,0.0,0,0,92,0,0,0.2,291,2000,0,0,0,0,0,0,0,297,0.3,0.6
07:10:00,58.85652250697006,8.1,0,6.2,5.3,0.82,0.0,0,0,94,0,0,0.2,338,2000,0,0,0,0,0,0,0,298,0.1,0.8
07:20:00,57.69745846465878,7.7,0,6.2,5.3,0.82,0.0,0,0,94,0,0,0.4,64,2000,0,0,0,0,0,0,0,51,0.3,0.7
07:30:00,55.83415135988392,7.4,0,6.2,5.1,0.82,0.0,0,0,93,0,0,0.1,67,2000,0,0,0,0,0,0,0,90,0.1,0.8
07:40:00,53.43981555933335,7.6,0,6.1,5.1,0.82,0.0,0,0,94,0,0,0.6,41,2000,0,0,0,0,0,0,0,42,0.6,0.8
07:50:00,51.66604852397397,7.6,0,6.4,5.2,0.82,0.0,0,0,92,0,0,0.2,123,2000,0,0,0,0,0,0,0,153,0.2,0.7
08:00:00,55.31186958627215,7.6,0,6.5,5.2,0.82,0.0,0,0,92,0,0,0.2,45,2000,0,0,0,0,0,0,0,294,0.1,0.6
08:10:00,57.601815927306745,7.4,0,7.3,5.6,0.82,0.0,0,0,90,0,0,0.2,96,2000,0,0,0,0,0,0,0,288,0.1,0.7
