Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,49.65522535034078,-2.7,,-2.7,-3.2,0.37,0.0,0.06,1.01,97,,0.0,0.8,358,2000,0.1,0.5,1.6,4.8,5.6,0,1,338,1.2,2.4
00:10:00,52.05070186119988,-1.7,,-2.7,-3.2,0.37,0.0,0.11,0.69,97,,0.0,0.7,352,2000,0.1,0.5,1.6,4.8,5.7,0,1,338,0.9,2.3
00:20:00,52.2214596997769,-1.8,,-2.6,-3.2,0.37,0.0,0.12,0.65,96,,0.0,1.1,333,2000,0.1,0.5,1.5,4.7,5.7,0,1,332,1.9,2.7
00:30:00,52.21203623848297,-1.8,,-2.6,-3.1,0.37,0.0,0.12,0.63,96,,0.0,1.8,326,2000,0.1,0.4,1.5,4.7,5.7,0,1,323,1.9,3.3
00:40:00,51.49732811433534,-1.9,,-2.5,-3.1,0.37,0.0,0.12,0.61,96,,0.0,1.6,323,2000,0.0,0.4,1.4,4.7,5.7,0,1,335,1.1,2.8
00:50:00,53.42432739428572,-1.9,,-2.5,-3.1,0.38,0.0,0.1,0.59,96,,0.0,1.6,318,2000,0.1,0.4,1.4,4.7,5.7,0,1,357,1.0,3.5
01:00:00,50.64756932473233,-1.9,,-2.5,-3.0,0.38,0.0,0.08,0.58,96,,0.0,1.7,313,2000,0.0,0.4,1.4,4.7,5.7,0,1,311,2.1,4.1
01:10:00,50.971957248051176,-2.5,,-2.4,-3.0,0.68,0.41,0.14,0.1,96,,0.0,1.4,333,2000,0.0,0.3,1.3,4.6,5.7,1,1,339,0.5,4.0
01:20:00,51.20956192937946,-3.2,,-2.4,-3.0,0.68,0.46,0.1,0.05,96,,0.0,2.0,312,2000,0.0,0.3,1.3,4.6,5.7,1,1,314,2.2,3.4
01:30:00,51.44639197721447,-3.1,2.0,-2.4,-3.0,0.67,0.5,0.04,0.03,96,,0.0,1.4,333,2000,0.0,0.3,1.2,4.5,5.7,1,1,21,0.5,4.0
01:40:00,52.468710846402615,-2.8,2.0,-2.4,-2.9,0.68,0.45,0.01,0.01,96,,0.0,1.2,324,2000,0.1,0.3,1.2,4.4,5.7,1,1,341,0.7,2.7
01:50:00,53.31912133762011,-2.6,2.0,-2.3,-2.9,0.68,0.43,0.0,0.0,96,,0.0,0.8,323,2000,0.0,0.2,1.1,4.2,5.7,1,1,315,0.9,4.6
02:00:00,53.355047484386446,-2.4,2.0,-2.3,-2.9,0.68,0.41,0.0,0.0,96,,0.0,1.1,314,2000,0.0,0.2,1.0,4.0,5.7,1,1,317,0.6,3.1
02:10:00,51.4813514525557,-2.3,2.0,-2.3,-2.8,0.69,0.39,0.0,0.0,97,,0.0,1.6,322,2000,0.0,0.2,0.9,3.8,5.7,1,1,323,1.5,3.4
02:20:00,53.5719824688172,-2.1,2.0,-2.2,-2.7,0.69,0.37,0.0,0.0,97,,0.0,2.0,323,2000,0.0,0.1,0.9,3.5,5.7,1,1,354,0.7,3.6
02:30:00,54.08586844869768,-2.1,2.0,-2.2,-2.7,0.69,0.35,0.0,0.0,97,,0.0,1.8,330,2000,0.0,0.1,0.8,3.2,5.7,1,1,314,2.3,3.4
02:40:00,54.78943914769515,-2.0,2.0,-2.2,-2.7,0.7,0.34,0.0,0.0,97,,0.0,1.0,337,2000,0.0,0.1,0.7,3.0,5.8,1,1,323,0.6,3.2
02:50:00,52.74413731941105,-2.0,2.0,-2.1,-2.6,0.7,0.33,0.0,0.0,97,,0.4,1.1,345,2000,0.0,0.1,0.7,2.8,5.8,1,1,314,0.3,2.8
03:00:00,54.84796397823892,-1.9,2.0,-2.1,-2.6,0.7,0.33,0.0,0.0,97,,0.0,1.2,357,2000,0.0,0.1,0.6,2.7,5.8,1,1,330,1.4,4.3
03:10:00,53.43332481370039,-2.0,2.0,-2.1,-2.6,0.69,0.39,0.02,0.01,97,,0.0,0.8,337,2000,0.1,0.1,0.6,2.6,5.8,1,1,317,1.9,2.2
