Datetime,Speed,Surface Temperature (°C) Surface site 1,Surface State Surface site 1,Air Temperature (°C) Atmospheric site,Dew Point Temperature (°C) Atmospheric site,Level of grip Surface site 1,Water Layer (mm) Surface site 1,Ice Layer (mm) Surface site 1,Snow Layer (water equivalent) (mm) Surface site 1,Relative Humidity (%) Atmospheric site,Rain State Atmospheric site,Rain Intensity (mm/h) Atmospheric site,Wind Speed (m/s) Atmospheric site,Wind Direction (°) Atmospheric site,Visibility (m) Atmospheric site,"Precipitation, Rolling Average (past 1 hour) (mm) Atmospheric site","Precipitation, Rolling Average (past 3 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 6 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 12 hours) (mm) Atmospheric site","Precipitation, Rolling Average (past 24 hours) (mm) Atmospheric site",Alarm Status Surface site 1,Rain on/off Atmospheric site,"Wind Direction, near instantaneous value (Spot Direction) (°) Atmospheric site","Wind Speed, near-instantaneous value (Spot Speed) (m/s) Atmospheric site",Max Wind Speed (m/s) Atmospheric site
00:00:00,59.25169369331395,15.4,0,14.8,10.2,0.82,0,0,0,74,0,0,2.9,47,2000,0,0,0,0,0,0,0,41,5.9,9.5
00:10:00,59.46254731953111,15.4,0,14.7,10.2,0.82,0,0,0,74,0,0,1.5,50,2000,0,0,0,0,0,0,0,64,2.9,6.9
00:20:00,59.36972582920523,15.4,0,14.6,10.1,0.82,0,0,0,75,0,0,2.1,55,2000,0,0,0,0,0,0,0,40,1.2,6.8
00:30:00,60.233255456128816,15.1,0,14.3,8.8,0.82,0,0,0,70,0,0,2.7,43,2000,0,0,0,0,0,0,0,66,3.2,9.4
00:40:00,61.19632978891892,15.0,0,14.0,8.4,0.82,0,0,0,69,0,0,1.6,50,2000,0,0,0,0,0,0,0,50,0.3,8.8
00:50:00,59.62019006252446,14.8,0,13.8,8.2,0.82,0,0,0,69,0,0,2.2,47,2000,0,0,0,0,0,0,0,39,0.7,7.2
01:00:00,59.30276814653219,14.8,0,13.6,8.1,0.82,0,0,0,70,0,0,2.5,47,2000,0,0,0,0,0,0,0,32,1.5,8.5
01:10:00,58.90178198323586,14.7,0,13.4,8.1,0.82,0,0,0,70,0,0,1.4,36,2000,0,0,0,0,0,0,0,330,0.7,6.5
01:20:00,59.6100521154469,14.6,0,13.3,8.1,0.82,0,0,0,71,0,0,2.2,45,2000,0,0,0,0,0,0,0,75,1.0,7.9
01:30:00,60.2884856591874,14.6,0,13.2,8.1,0.82,0,0,0,72,0,0,1.7,49,2000,0,0,0,0,0,0,0,98,2.0,6.4
01:40:00,61.390136656987686,14.6,0,13.1,8.1,0.82,0,0,0,72,0,0,1.5,50,2000,0,0,0,0,0,0,0,47,1.3,7.1
01:50:00,60.28156108397772,14.5,0,13.0,8.0,0.82,0,0,0,72,0,0,2.1,54,2000,0,0,0,0,0,0,0,39,2.9,9.0
02:00:00,61.881644591422365,14.4,0,12.9,8.1,0.82,0,0,0,73,0,0,2.0,55,2000,0,0,0,0,0,0,0,77,1.1,5.7
02:10:00,58.50215687659841,14.3,0,12.8,8.0,0.82,0,0,0,73,0,0,1.7,52,2000,0,0,0,0,0,0,0,53,3.9,5.4
02:20:00,59.98675024067029,14.2,0,12.7,8.0,0.82,0,0,0,73,0,0,1.7,52,2000,0,0,0,0,0,0,0,63,1.7,5.4
02:30:00,60.78381225186853,14.1,0,12.6,7.9,0.82,0,0,0,74,0,0,1.4,53,2000,0,0,0,0,0,0,0,44,1.7,5.0
02:40:00,59.81617313301414,14.1,0,12.5,7.9,0.82,0,0,0,74,0,0,1.4,50,2000,0,0,0,0,0,0,0,63,2.0,7.0
02:50:00,60.61746334307159,14.1,0,12.4,7.9,0.82,0,0,0,74,0,0,2.1,41,2000,0,0,0,0,0,0,0,12,2.3,6.1
03:00:00,58.999435202923074,14.1,0,12.4,7.9,0.82,0,0,0,74,0,0,1.4,51,2000,0,0,0,0,0,0,0,330,1.9,6.3
03:10:00,59.86037278746898,14.1,0,12.4,7.9,0.82,0,0,0,74,0,0,1.8,49,2000,0,0,0,0,0,0,0,57,2.3,5.3
03:20:00,61.50024334382422,14.1,0,12.4,7.9,0.82,0,0,0,74,0,0,1.8,46,2000,0,0,0,0,0,0,0,61,1.9,5.5
03:30:00,62.31343624337399,14.1,0,12.5,8.0,0.82,0,0,0,74,0,0,1.4,32,2000,0,0,0,0,0,0,0,24,1.9,6.2
03:40:00,61.00134613667752,14.1,0,12.5,8.0,0.82,0,0,0,74,0,0,2.0,55,2000,0,0,0,0,0,0,0,10,0.5,6.6
03:50:00,60.25457257769626,14.0,0,12.5,8.1,0.82,0,0,0,75,0,0,1.9,29,2000,0,0,0,0,0,0,0,44,1.3,6.1
04:00:00,60.60791737583363,14.0,0,12.6,8.2,0.82,0,0,0,75,0,0,2.0,45,2000,0,0,0,0,0,0,0,56,1.4,5.7
04:10:00,58.68818989838791,14.0,0,12.6,8.1,0.82,0,0,0,74,0,0,2.3,56,2000,0,0,0,0,0,0,0,34,1.4,6.9
04:20:00,60.20088717705907,13.9,0,12.5,8.1,0.82,0,0,0,74,0,0,1.7,50,2000,0,0,0,0,0,0,0,16,1.2,7.1
04:30:00,59.49017102062,13.9,0,12.5,7.8,0.82,0,0,0,74,0,0,2.6,45,2000,0,0,0,0,0,0,0,30,2.5,7.5
04:40:00,59.26709982554132,13.8,0,12.4,7.7,0.82,0,0,0,73,0,0,1.2,37,2000,0,0,0,0,0,0,0,54,2.0,7.3
04:50:00,59.61823668832736,13.8,0,12.3,7.3,0.82,0,0,0,72,0,0,2.6,32,2000,0,0,0,0,0,0,0,46,2.1,10.6
05:00:00,60.10380388555208,13.7,0,12.3,7.2,0.82,0,0,0,72,0,0,1.3,31,2000,0,0,0,0,0,0,0,22,0.8,7.8
05:10:00,60.57156925891289,13.6,0,12.2,7.1,0.82,0,0,0,72,0,0,1.3,50,2000,0,0,0,0,0,0,0,83,1.0,7.8
05:20:00,60.425823169814166,13.5,0,12.1,7.0,0.82,0,0,0,71,0,0,2.1,58,2000,0,0,0,0,0,0,0,55,2.1,8.0
05:30:00,62.42891512632206,13.3,0,11.9,6.8,0.82,0,0,0,71,0,0,2.1,46,2000,0,0,0,0,0,0,0,44,4.3,7.3
05:40:00,62.28641096359843,13.3,0,11.8,6.7,0.82,0,0,0,71,0,0,1.7,55,2000,0,0,0,0,0,0,0,38,3.8,6.5
05:50:00,61.28570898253814,13.3,0,11.7,6.7,0.82,0,0,0,71,0,0,1.4,43,2000,0,0,0,0,0,0,0,59,2.4,4.7
06:00:00,63.09005401509691,13.3,0,11.6,6.6,0.82,0,0,0,72,0,0,1.5,45,2000,0,0,0,0,0,0,0,61,3.4,5.1
06:10:00,62.81537889816602,13.1,0,11.5,6.6,0.82,0,0,0,72,0,0,1.2,66,2000,0,0,0,0,0,0,0,32,1.6,6.8
06:20:00,62.83636559148351,13.0,0,11.4,6.4,0.82,0,0,0,72,0,0,2.6,45,2000,0,0,0,0,0,0,0,40,1.9,7.4
06:30:00,62.30961929927224,13.0,0,11.3,6.4,0.82,0,0,0,72,0,0,1.5,38,2000,0,0,0,0,0,0,0,32,2.3,5.7
06:40:00,61.94819423680879,13.0,0,11.2,6.4,0.82,0,0,0,72,0,0,1.5,48,2000,0,0,0,0,0,0,0,36,2.0,7.1
06:50:00,64.38704469695473,12.7,0,11.1,6.2,0.82,0,0,0,72,0,0,1.5,52,2000,0,0,0,0,0,0,0,47,1.0,6.5
07:00:00,62.92788490313601,12.7,0,11.0,6.2,0.82,0,0,0,73,0,0,1.9,45,2000,0,0,0,0,0,0,0,41,2.2,6.2
07:10:00,63.52586862959691,12.7,0,10.9,6.2,0.82,0,0,0,73,0,0,1.5,62,2000,0,0,0,0,0,0,0,106,0.7,5.8
07:20:00,63.20782968270668,12.6,0,10.9,6.0,0.82,0,0,0,72,0,0,2.2,51,2000,0,0,0,0,0,0,0,54,2.9,8.4
07:30:00,63.98972335542279,12.5,0,10.7,5.5,0.82,0,0,0,70,0,0,2.2,55,2000,0,0,0,0,0,0,0,338,0.7,6.9
07:40:00,63.30605533590436,12.4,0,10.6,5.4,0.82,0,0,0,71,0,0,2.0,42,2000,0,0,0,0,0,0,0,23,0.9,8.8
07:50:00,63.81561054523227,12.3,0,10.5,5.3,0.82,0,0,0,70,0,0,2.1,52,2000,0,0,0,0,0,0,0,38,1.5,6.4
08:00:00,63.06894331920829,12.4,0,10.4,5.1,0.82,0,0,0,70,0,0,2.3,53,2000,0,0,0,0,0,0,0,49,2.0,6.1
08:10:00,63.14585448712765,12.3,0,10.2,4.9,0.82,0,0,0,70,0,0,2.1,51,2000,0,0,0,0,0,0,0,40,2.0,7.3
08:20:00,62.7892290427712,12.2,0,10.1,4.8,0.82,0,0,0,70,0,0,2.9,53,2000,0,0,0,0,0,0,0,81,1.5,7.7
08:30:00,62.36401002234755,12.3,0,10.0,4.7,0.82,0,0,0,70,0,0,2.3,43,2000,0,0,0,0,0,0,0,57,4.6,7.7
08:40:00,62.06146356310507,12.1,0,9.8,4.5,0.82,0,0,0,70,0,0,1.5,48,2000,0,0,0,0,0,0,0,48,2.0,6.8
08:50:00,62.81592961905459,12.1,0,9.6,4.4,0.82,0,0,0,70,0,0,2.0,33,2000,0,0,0,0,0,0,0,46,2.6,8.7
09:00:00,62.57408395538361,12.2,0,9.7,4.4,0.82,0,0,0,70,0,0,2.0,44,2000,0,0,0,0,0,0,0,65,1.6,7.1
